invoice_details,line_items,summary
"Invoice Number: 91327263, Date: 08/30/2012, Seller: , Client: wolf smith and shaffer wilson group usnv steele 4895 valdez neck suite 925 fpo ae 80974 michaelstad ml 10544",N/A,net worth vat gross worth 1. valentines day roses area 500 each 1192 5960 10 6556 rugs floor mat non-slip romantic bedroom carpet decor 2 bohemian rag rug- woven 400 each 2339 9356 10 10292 chindi dari living room rug / hand-woven carpet rug-mats 3 hippie 3d starry carpet 500 each 1169 5845 10 6429 child play area rug kids room carpets mat home decor 68 x 5 handwoven afghan 300 each 25900 77700 10 85470 kilim wool area rug kelim tapis oriental carpet 4434 5 modern tribal geometric 4x6 200 each 18377 36754 10 40429 indo gabbeh wool bamboo silk oriental rug carpet pretty woman small large long 500 each 3630 18150 10 19965 floor carpet area rugs various size soft rug new candy color soft anti-skid 100 each 1199 1199 10 1319 carpet soft non slip rug living bedroom floor mat summary vat net worth vat gross worth 10 1 54964 15496 1 70460 total 1 54964 15496 1 70460 sky
"Invoice Number: 88208084, Date: 05/16/2020, Seller: , Client: brown york and irwin brown preston and wilson 99797 potter hills suite 611 58733 simmons village suite 033 east karichester id 85436 port steven nh 27397",N/A,net worth vat gross worth 1. 6x3 black marble large dining 500 each 5 30366 26 51830 10 29 17013 table top very fine handmade marquetry birds art 2 54 inches marble dinning table 500 each 4 45200 22 26000 10 24 48600 top hand crafted reception table home furniture 3 48 inches marble dinning table 100 each 2 95200 2 95200 10 3 24720 top hand crafted conference table with royal look 6x3 white marble living room 300 each 5 59021 16 77063 10 18 44769 dining table top marquetry furniture h4743a summary vat net worth vat gross worth 10 68 50093 6 85009 75 35102 total 68 50093 6 85009 75 35102 inlay
"Invoice Number: 33145095, Date: 08/06/2020, Seller: , Client: stanton group perez inc 842 bailey parkway suite 151 851 weber summit suite 726 garrettfurt me 57599 warechester hi 77867",N/A,net worth vat gross worth fashion sexy backless 400 each 880 3520 10 3872 tight-fitting halter dress cocktail party weeding elegant 2 hanna anderson womens l 400 each 2400 9600 10 10560 large coral short sleeve casual fall tee shirt dress 3 lingerie lace dress 400 each 519 2076 10 2284 babydoll womens underwear nightwear sleepwear g-string summary vat net worth vat gross worth 10 15196 1520 16716 total 15196 1520 16716 sexy
"Invoice Number: 42461657, Date: 02/15/2021, Seller: , Client: lawrence smith and mccormick mckenzie-rice 2946 perez spur suite 709 76177 bruce trail lake anthonytown mt 13251 johnsonhaven ks 92886",N/A,net worth vat gross worth our family tree a history of our 500 each 449 2245 10 2470 family 2 astronomy: a visual guide 400 each 502 2008 10 2209 3 bobby fischer s chess games 300 each 1353 4059 10 4465 the messiah 300 each 449 1347 10 1482 5 cambridge star atlas 2000.0 by 500 each 2037 10185 10 11204 tirion wil hardback book the fast free shipping ccna 200-301 50 gb aug 2020 100 each 199 199 10 219 cisco video/official books/exam dumps/licences new a divine revelation of 100 each 1535 1535 10 1689 hell by mary k baxter summary vat net worth vat gross worth 10 21578 2158 23736 total 21578 2158 23736
"Invoice Number: 62788012, Date: 03/12/2013, Seller: , Client: barker-fletcher anderson webb and perkins 4689 pamela court suite 384 4124 ray via courtneychester ut 24853 south elizabeth hi 42034",N/A,net worth vat gross worth vintage antique brass 200 each 6000 12000 10 13200 table top wine bottle opener /wood handle 2 wall mounted upside down 500 each 1498 7490 10 8239 wine bottle rack goblet glass holder storage organizer 3 wine spoon 100 each 500 500 10 550 summary vat net worth vat gross worth 10 19990 1999 21989 total 19990 1999 21989
"Invoice Number: 90118586, Date: 08/21/2017, Seller: , Client: taylor and sons obrien ltd 1669 cabrera loop apt: 577 29360 ashley harbor jenniferland sd 77850 east mary wi 25259",N/A,net worth vat gross worth puma pre-school scuderia 100 each 2122 2122 10 2334 ferrari drift cat 5 ultra ii shoes boys 12c 2 joma youth boy supercopa 201 100 each 1999 1999 10 2199 soccer cleats 4.5 negro verde multitaco black green 3 fila shoes sneakers kids size 11 400 each 1500 6000 10 6600 red black gray native charley white 100 each 1300 1300 10 1430 sandalssize infant/child 6boys/girlsvery good condition 5 teva hurricane 1019390 aii 400 each 999 3996 10 4396 black sandals with hook and loop closure youths 5 6 skechers kids snap sprints 400 each 2999 11996 10 13196 sneaker size 4 blue/black 975461 summary vat net worth vat gross worth 10 27413 2741 30154 total 27413 2741 30154
"Invoice Number: 17794459, Date: 10/28/2020, Seller: , Client: schultz-garcia melendez-rogers 00066 neal rapids apt: 585 987 louis ridges rowlandborough ar 06572 catherinefort tx 09367",N/A,net worth vat gross worth checkered modern kashkoli 400 each 80600 3 22400 10 3 54640 oriental area rug foyer hand-knotted wool carpet 4x6 2 soft sheepskin mat faux fur 100 each 811 811 10 892 rug small shaggy non slip floor carpet light pink 3 cotton linen kitchen mat 300 each 2052 6156 10 6772 bathroom doormat absorbent rug hand-woven tassel carpet pond scenery fish area rugs 100 each 1373 1373 10 1510 kitchen rug bedroom floor mat non-slip carpet decor 5 indian rectangular beautifully 500 each 2999 14995 10 16494 made chindi rag rug floor carpet ethnic mat 6 yilong 9xl2 oversized 300 each 7 80000 23 40000 10 25 74000 handwoven silk carpet luxurious villa area rug hfos8a summary vat net worth vat gross worth 10 26 85735 2 68574 29 54309 total 26 85735 2 68574 29 54309
"Invoice Number: 33907816, Date: 02/11/2013, Seller: , Client: clark wolfe and kelly bryant llc 41239 chad hollow apt: 721 2438 thomas coves suite 785 port kathleen nh 07493 jamesburgh ma 35154",N/A,net worth vat gross worth 12 marble coffee table 300 each 26427 79281 10 87209 multi stone peacock floral inlay home decors w364 2 4x2 marble black center top 200 each 3 28800 6 57600 10 7 23360 table mosaic gemstone patio art black friday gift 3 30 inches marble island table 200 each 1 19925 2 39850 10 2 63835 elephant design coffee table with multi stones 36 inches marble dinning table 100 each 1 45125 1 45125 10 1 59637 top hand inlaid office table with multi gemstones 5 48 inch marble dinning table 200 each 3 40000 6 80000 10 7 48000 lapis lazuli stone hall table with geometrical art 6 fur giant removable washable 500 each 15999 79995 10 87995 bean bag bed cover indoor furniture lazy sofa chair 25 inches black marble center 400 each 73125 2 92500 10 3 21750 table top with multi stones coffee table for home summary vat net worth vat gross worth 10 21 74351 2 17435 23 91786 total 21 74351 2 17435 23 91786 top top
"Invoice Number: 54011206, Date: 01/27/2020, Seller: , Client: sawyer-stone harris-mejia 548 hudson path apt: 474 41684 sanchez neck east jackhaven mt 23433 new erin nm 63420",N/A,net worth vat gross worth new nintendo switch 32gb 200 each 29999 59998 10 65998 console aw1134 2 new nintendo 3ds xl new 300 each 12499 37497 10 41247 black handheld console red-001 wl charger stylus 3 nintendo switch gaming 400 each 30000 1 20000 10 1 32000 console wi neon blue red controllerscarry casecable nintendo gameboy pocket 400 each 8500 34000 10 37400 console clear purple with box mgb-001 japan tested 53 summary vat net worth vat gross worth 10 2 51495 25150 2 76645 total 2 51495 25150 2 76645
"Invoice Number: 97833274, Date: 09/03/2014, Seller: , Client: baker pearson and perry wilcox turner and porter 760 gonzalez pike suite 567 66868 kristen viaduct suite 884 east randy ut 39190 blakeside wv 44377",N/A,net worth vat gross worth eu blichmann riptide brewing 200 each 20000 40000 10 44000 pump hombrew beer wine food grade stainless steel summary vat net worth vat gross worth 10 40000 4000 44000 total 40000 4000 44000
"Invoice Number: 58751726, Date: 10/09/2018, Seller: , Client: campbell-schmidt singleton perry and brown 3984 david lock 07201 gomez way apt: 007 wallaceborough ct 08623 barrettmouth ga 74034",N/A,net worth vat gross worth 12xl8 white marble coffee 100 each 39655 39655 10 43621 top table lapis inlay pietradura floral art decor 2 october mist deer metal side 300 each 8995 26985 10 29684 table by rosemary millette 3 18 marble coffee table top 400 each 35568 1 42272 10 1 56499 lapis collectible floral inlay kitchen decors w335 summary vat net worth vat gross worth 10 2 08912 20891 2 29803 total 2 08912 20891 2 29803
"Invoice Number: 70699664, Date: 10/28/2017, Seller: , Client: mack-clark hess douglas and blackburn 4930 baker village 449 beltran ford suite 068 hamiltonbury ak 16056 west kelly hi 25374",N/A,net worth vat gross worth 1 xbox 360 console with games 400 each 4100 16400 10 18040 2 nintendo wii white console 200 each 9999 19998 10 21998 rvl-001 bundle game cube compatible controllers senso 3 xbox one x 1 tb console wl 300 each 20000 60000 10 66000 wireless controller nintendo switch lite console 300 each 22900 68700 10 75570 32gb coral/pink 5 original xbox console works 500 each 3800 19000 10 20900 great tested n64 nintendo system console 500 each 9599 47995 10 52795 lot bundle wi 2 games 1 controller tested working summary vat net worth vat gross worth 10 2 32093 23209 2 55302 total 2 32093 23209 2 55302
"Invoice Number: 60038342, Date: 01/02/2018, Seller: , Client: moore plc gregory whitney and smith 1264 cantrell spring suite 566 425 angelica estates suite 601 north codyfort oh 77477 amyfort oh 66203",N/A,net worth vat gross worth sony playstation2 console 100 each 6000 6000 10 6600 scph-5oooo peal color tested 11177 2 nintendo wii console complete 500 each 10499 52495 10 57744 bundle wlextras tested 3 working super nintendo snes 300 each 8500 25500 10 28050 original system console wl mario world sony playstation 3 ps3 super 500 each 9995 49975 10 54973 slim black console 20 gb tested console cables summary vat net worth vat gross worth 10 1 33970 13397 1 47367 total 1 33970 13397 1 47367
"Invoice Number: 56987614, Date: 07/03/2019, Seller: , Client: campbell hernandez and blankenship wright-lee 868 pearson island unit 0107 box 4940 meyersshire wv 18320 dpo ap 72679",N/A,net worth vat gross worth little women by louisa 300 each 1477 4431 10 4874 alcott illustrated brand new collectible hardcover 2 michelangelo and the popes 500 each 449 2245 10 2470 ceiling by ross king 3 pictures from a distant 500 each 1384 6920 10 7612 country: seeing america through old paper money master and god 300 each 700 2100 10 2310 5 sonic wind the story of john 100 each 449 449 10 494 paul stapp and how a renegade doctor be sasinowski m-heir of ra book 100 each 1776 1776 10 1954 new herbal tarot deck 500 each 1798 8990 10 9889 summary vat net worth vat gross worth 10 26911 2691 29602 total 26911 2691 29602 may
"Invoice Number: 26307902, Date: 10/05/2015, Seller: , Client: moore ltd johnson harvey and richardson 991 ross haven unit 2967 box 1105 brianhaven az 93880 dpo aa 07073",N/A,net worth vat gross worth wine bottle opener corkscrew 400 each 865 3460 10 3806 set red 5 pc stopper pourer foil cutter bottle 2 confetti wine glass 400 each 1500 6000 10 6600 summary vat net worth vat gross worth 10 9460 946 10406 total 9460 946 10406
"Invoice Number: 35806662, Date: 01/27/2021, Seller: , Client: fields-ward matthews-rodriguez 6902 patricia greens suite 836 500 timothy mission suite 518 yuborough ks 06094 bethanybury ok 31528",N/A,net worth vat gross worth hp xw9400 amd dual core 200 each 22500 45000 10 49500 2216 2.6ghz /8gb/2sogb/ pc computer desktop 2 sama rgb gaming pc desktop 400 each 40000 1 60000 10 1 76000 computer i5 3.7ghz nvidia gtx 1060 16gb windows 10 3 dell desktop computer pc 200 each 14499 28998 10 31898 optiplex 790 quad core i5 8gb 480gb ssd windows 10 wifi clearance fast hp desktop 100 each 8999 8999 10 9899 computer pc core 2 duo windows 10 lcd kb ms 5 dell desktop computerdintel 500 each 6995 34975 10 38473 core 2 duo 8gb 1tb hd windows 10 pc 22 lcd wifi summary vat net worth vat gross worth 10 2 77972 27797 3 05769 total 2 77972 27797 3 05769
"Invoice Number: 87519797, Date: 05/13/2013, Seller: , Client: navarro inc dawson inc 6587 kristine burg apt. 858 528 jason port suite 890 heatherfurt la 11270 lake christine ca 92732",N/A,net worth vat gross worth rm richards womans 200 each 2999 5998 10 6598 blue print long dress with shrug jacket size 18w nwt 2 women dress gradient color 400 each 759 3036 10 3340 long sleeve sexy club bodycon mini dresses casual 3 j.crew collection black white 300 each 3000 9000 10 9900 sweater dress sz s pas de calais dress womens 200 each 995 1990 10 2189 size 36 5 miley cyrus bubble dress 300 each 1600 4800 10 5280 stellaluxe one shoulder lace 500 each 2500 12500 10 13750 dress summary vat net worth vat gross worth 10 37324 3732 41056 total 37324 3732 41056
"Invoice Number: 94223548, Date: 11/19/2012, Seller: , Client: mitchell acevedo and wright brock-walker 1578 jennifer cape suite 632 040 gregory freeway suite 126 duranborough sd 85318 lake jonathonfurt co 77182",N/A,net worth vat gross worth 1. lenovo c2o-oo..all in one 200 each 27764 55528 10 61081 desktop computer with wireless mouse 2 dell optiplex desktop computer 200 each 14995 29990 10 32989 with dual 19 lcd monitors windows 10 pro 3 fast dell windows 10 desktop 400 each 16995 67980 10 74778 computer core 2 duo 4gb ram 250gb dvd wifi 22 lcd fast hp desktop pc computer 400 each 20199 80796 10 88876 dual core 3.0ghz 8gb 2tb windows 10 pro wifi monitor 5 custom build dell desktop 300 each 9900 29700 10 32670 computer i5 16gb 1tb ssd hdmi windows 10 pc wifi 6 dell desktop computer intel 400 each 24024 96096 10 1 05706 core i5 windows 10 pro 64 250gb 3.1ghz 4gb ram hp elite 8100 desktop 200 each 20900 41800 10 45980 computer package intel core i5 3.2-ghz 8gb ram s00gb h summary vat net worth vat gross worth 10 4 01890 40189 4 42079 total 4 01890 40189 4 42079
"Invoice Number: 59612541, Date: 08/24/2016, Seller: , Client: thomas gonzalez and bennett flynn-walton 4352 yvonne cliff 7494 michelle ville suite 928 port miahaven il 59645 thompsonberg al 63203",N/A,net worth vat gross worth red traditional oriental 500 each 3998 19990 10 21989 medallion 8xl0 area rug carpet 2x3 mat sx7 rugs 2 sheepskin shaggy faux fur 200 each 899 1798 10 1978 silky plush soft fabric rectangular rug doormat carpet 3 yilong 5.6x8.2 handknotted 100 each 3 30000 3 30000 10 3 63000 silk rug red medallion indoor durable carpet 1842 galaxy butterfly area 400 each 1369 5476 10 6024 children bedroom non-slip doormat floor mat carpet 5 yilong 9xl2 oversize 200 each 7 80000 15 60000 10 17 16000 handmade silk carpet antistatic luxurious area rug tjioza summary vat net worth vat gross worth 10 19 17264 1 91726 21 08990 total 19 17264 1 91726 21 08990 rugs
"Invoice Number: 34630909, Date: 09/14/2011, Seller: , Client: smith campbell and gonzales green and sons psc 5877 box 1513 9447 andrea bypass suite 177 apo aa 82976 south sharon de 73301",N/A,net worth vat gross worth the fortune of war aubrey / 400 each 449 1796 10 1976 maturin by patrick obrian 2 how to repair home laundry 200 each 1246 2492 10 2741 appliances 3 tales from the buffalo bills 500 each 550 2750 10 3025 shaping the world: sculpture 400 each 4328 17312 10 19043 from prehistory to now by antony gormley english 5 language and womans place 200 each 409 818 10 900 by robin lakoff introduction to thematic 300 each 899 2697 10 2967 cartography summary vat net worth vat gross worth 10 27865 2786 30651 total 27865 2786 30651
